mes;provincia;municipio;cuit;tipo;monto
05/2018;30-64392215-7;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;30-64392215-7;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;30-64472067-1;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;30-64532701-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;30-65108882-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;30-65289644-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;30-65829220-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;30-66092335-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;30-66419466-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;30-67291861-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;30-67371736-1;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;30-67437645-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;30-67611410-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;30-68324678-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;30-68327578-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;30-68902450-1;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;30-69444027-0;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;30-69638589-7;C.A.B.A.;C.A.B.A.;6937304.92;"Comp. Gasoil"
05/2018;30-69638589-7;C.A.B.A.;C.A.B.A.;35959378.10;"Comp. Tarifaria"
05/2018;30-69967283-8;C.A.B.A.;C.A.B.A.;6685535.23;"Comp. Tarifaria"
05/2018;30-69967283-8;C.A.B.A.;C.A.B.A.;1419985.40;"Comp. Gasoil"
05/2018;30-70087642-6;C.A.B.A.;C.A.B.A.;2989107.66;"Comp. Gasoil"
05/2018;30-70087642-6;C.A.B.A.;C.A.B.A.;1528892.21;"Comp. Gasoil"
05/2018;30-70087642-6;C.A.B.A.;C.A.B.A.;23421822.97;"Comp. Tarifaria"
05/2018;30-70228513-1;C.A.B.A.;C.A.B.A.;6154217.73;"Comp. Tarifaria"
05/2018;30-70228513-1;C.A.B.A.;C.A.B.A.;1194206.15;"Comp. Gasoil"
05/2018;30-70395396-0;C.A.B.A.;C.A.B.A.;4148920.80;"Comp. Gasoil"
05/2018;30-70395396-0;C.A.B.A.;C.A.B.A.;661355.46;"Comp. Gasoil"
05/2018;30-70395396-0;C.A.B.A.;C.A.B.A.;27383252.56;"Comp. Tarifaria"
05/2018;30-70554911-3;C.A.B.A.;C.A.B.A.;8032221.34;"Comp. Tarifaria"
05/2018;30-70554911-3;C.A.B.A.;C.A.B.A.;1224125.35;"Comp. Gasoil"
05/2018;30-70721568-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;30-70742374-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;30-70787028-8;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;30-70818819-7;C.A.B.A.;C.A.B.A.;923577.51;"Comp. Gasoil"
05/2018;30-70818819-7;C.A.B.A.;C.A.B.A.;5589137.74;"Comp. Tarifaria"
05/2018;30-70939332-0;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;30-70986829-9;C.A.B.A.;C.A.B.A.;1524732.24;"Comp. Gasoil"
05/2018;30-70986829-9;C.A.B.A.;C.A.B.A.;8133302.99;"Comp. Tarifaria"
05/2018;30-71124418-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;33-54568440-9;C.A.B.A.;C.A.B.A.;2555956.61;"Comp. Gasoil"
05/2018;33-54568440-9;C.A.B.A.;C.A.B.A.;11632304.92;"Comp. Tarifaria"
05/2018;33-54626188-9;C.A.B.A.;C.A.B.A.;13043366.66;"Comp. Tarifaria"
05/2018;33-54626188-9;C.A.B.A.;C.A.B.A.;2861414.94;"Comp. Gasoil"
05/2018;33-54633982-9;C.A.B.A.;C.A.B.A.;1240110.04;"Comp. Gasoil"
05/2018;33-54633982-9;C.A.B.A.;C.A.B.A.;2868610.98;"Comp. Gasoil"
05/2018;33-54633982-9;C.A.B.A.;C.A.B.A.;6240552.41;"Comp. Gasoil"
05/2018;33-54633982-9;C.A.B.A.;C.A.B.A.;53539316.09;"Comp. Tarifaria"
05/2018;33-54635568-9;C.A.B.A.;C.A.B.A.;8014763.32;"Comp. Tarifaria"
05/2018;33-54635568-9;C.A.B.A.;C.A.B.A.;1305915.63;"Comp. Gasoil"
05/2018;33-54641970-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;33-54650572-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;33-54661071-9;C.A.B.A.;C.A.B.A.;1169923.62;"Comp. Gasoil"
05/2018;33-54661071-9;C.A.B.A.;C.A.B.A.;1173087.25;"Comp. Gasoil"
05/2018;33-54661071-9;C.A.B.A.;C.A.B.A.;1465246.61;"Comp. Gasoil"
05/2018;33-54661071-9;C.A.B.A.;C.A.B.A.;24478723.67;"Comp. Tarifaria"
05/2018;33-54662883-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;33-56802704-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;33-60077099-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;33-60274919-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;33-64571375-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;33-65973590-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;33-68206446-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;33-70223426-9;C.A.B.A.;C.A.B.A.;825409.80;"Comp. Gasoil"
05/2018;33-70223426-9;C.A.B.A.;C.A.B.A.;1422549.60;"Comp. Gasoil"
05/2018;33-70223426-9;C.A.B.A.;C.A.B.A.;1622112.98;"Comp. Gasoil"
05/2018;33-70223426-9;C.A.B.A.;C.A.B.A.;1588708.76;"Comp. Gasoil"
05/2018;33-70223426-9;C.A.B.A.;C.A.B.A.;31478555.37;"Comp. Tarifaria"
05/2018;33-70818048-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;34-54636455-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2018;20-06956154-4;CATAMARCA;PROV;0.00;"Comp. Gasoil"
05/2018;20-06956154-4;CATAMARCA;PROV;0.00;"Comp. Gasoil"
05/2018;20-06956154-4;CATAMARCA;PROV;0.00;"Comp. Tarifaria"
05/2018;20-06967514-0;CATAMARCA;PROV;0.00;"Comp. Tarifaria"
05/2018;20-06967514-0;CATAMARCA;PROV;0.00;"Comp. Gasoil"
05/2018;20-08040249-0;CATAMARCA;PROV;4988.26;"Comp. Gasoil"
05/2018;20-08040249-0;CATAMARCA;PROV;31488.77;"Comp. Tarifaria"
05/2018;20-11474480-9;CATAMARCA;PROV;0.00;"Comp. Gasoil"
05/2018;20-12496671-0;CATAMARCA;PROV;10081.70;"Comp. Gasoil"
05/2018;20-12631442-7;CATAMARCA;PROV;0.00;"Comp. Gasoil"
05/2018;20-12631442-7;CATAMARCA;PROV;56824.20;"Comp. Tarifaria"
05/2018;20-12973989-5;CATAMARCA;PROV;55374.54;"Comp. Tarifaria"
05/2018;20-12973989-5;CATAMARCA;PROV;11770.99;"Comp. Gasoil"
05/2018;20-14785160-0;CATAMARCA;PROV;20277.39;"Comp. Gasoil"
05/2018;20-14785160-0;CATAMARCA;PROV;77807.56;"Comp. Tarifaria"
05/2018;20-17174052-6;CATAMARCA;PROV;274514.53;"Comp. Tarifaria"
05/2018;20-17174052-6;CATAMARCA;PROV;47985.71;"Comp. Gasoil"
05/2018;20-28518219-1;CATAMARCA;PROV;10772.30;"Comp. Gasoil"
05/2018;20-28518219-1;CATAMARCA;PROV;20911.88;"Comp. Gasoil"
05/2018;20-28518219-1;CATAMARCA;PROV;162696.43;"Comp. Tarifaria"
05/2018;20-28780833-0;CATAMARCA;PROV;0.00;"Comp. Gasoil"
05/2018;23-32027035-9;CATAMARCA;PROV;26583.69;"Comp. Gasoil"
05/2018;23-32027035-9;CATAMARCA;PROV;83110.16;"Comp. Tarifaria"
05/2018;27-21325562-8;CATAMARCA;PROV;48130.45;"Comp. Gasoil"
05/2018;27-30148907-8;CATAMARCA;PROV;21299.78;"Comp. Gasoil"
05/2018;27-30148907-8;CATAMARCA;PROV;131766.79;"Comp. Tarifaria"
05/2018;27-31691268-6;CATAMARCA;PROV;247927.43;"Comp. Tarifaria"
05/2018;27-31691268-6;CATAMARCA;PROV;63654.52;"Comp. Gasoil"
05/2018;30-64149750-5;CATAMARCA;PROV;1423602.61;"Comp. Gasoil"
05/2018;30-64149750-5;CATAMARCA;PROV;7526941.35;"Comp. Tarifaria"
05/2018;30-65341520-2;CATAMARCA;PROV;3225603.62;"Comp. Tarifaria"
05/2018;30-65341520-2;CATAMARCA;PROV;548766.68;"Comp. Gasoil"
05/2018;30-65876141-9;CATAMARCA;PROV;555154.82;"Comp. Gasoil"
05/2018;30-65876141-9;CATAMARCA;PROV;3795975.49;"Comp. Tarifaria"
05/2018;30-65960514-3;CATAMARCA;PROV;0.00;"Comp. Gasoil"
05/2018;30-66840019-8;CATAMARCA;PROV;59326.01;"Comp. Gasoil"
05/2018;30-69516539-7;CATAMARCA;PROV;65718.39;"Comp. Gasoil"
05/2018;30-69516539-7;CATAMARCA;PROV;1014179.91;"Comp. Gasoil"
05/2018;30-69516539-7;CATAMARCA;PROV;14674.33;"Comp. Gasoil"
05/2018;30-69516539-7;CATAMARCA;PROV;4159475.13;"Comp. Tarifaria"
05/2018;30-70752484-3;CATAMARCA;PROV;0.00;"Comp. Gasoil"
05/2018;30-70886659-4;CATAMARCA;PROV;30471.52;"Comp. Gasoil"
05/2018;30-70886659-4;CATAMARCA;PROV;66592.42;"Comp. Gasoil"
05/2018;30-70886659-4;CATAMARCA;PROV;392300.23;"Comp. Tarifaria"
05/2018;30-70925180-1;CATAMARCA;PROV;6115.46;"Comp. Tarifaria"
05/2018;30-70925180-1;CATAMARCA;PROV;779.23;"Comp. Gasoil"
05/2018;30-70925180-1;CATAMARCA;PROV;23594.38;"Comp. Gasoil"
05/2018;30-70961689-3;CATAMARCA;PROV;20101.12;"Comp. Gasoil"
05/2018;30-70961689-3;CATAMARCA;PROV;33590.69;"Comp. Gasoil"
05/2018;30-70961689-3;CATAMARCA;PROV;37491.77;"Comp. Tarifaria"
05/2018;30-71072768-2;CATAMARCA;PROV;157103.71;"Comp. Tarifaria"
05/2018;30-71072768-2;CATAMARCA;PROV;68551.02;"Comp. Gasoil"
05/2018;30-71094690-2;CATAMARCA;PROV;0.00;"Comp. Gasoil"
05/2018;30-71095997-4;CATAMARCA;PROV;25549.55;"Comp. Gasoil"
05/2018;30-71095997-4;CATAMARCA;PROV;60843.84;"Comp. Tarifaria"
05/2018;30-71130054-2;CATAMARCA;PROV;37361.09;"Comp. Gasoil"
05/2018;30-71130474-2;CATAMARCA;PROV;112681.52;"Comp. Gasoil"
05/2018;30-71141934-5;CATAMARCA;PROV;54937.37;"Comp. Gasoil"
05/2018;30-71141934-5;CATAMARCA;PROV;400517.97;"Comp. Tarifaria"
05/2018;30-71160537-8;CATAMARCA;PROV;33457.70;"Comp. Gasoil"
05/2018;30-71217353-6;CATAMARCA;PROV;213798.11;"Comp. Gasoil"
05/2018;30-71217353-6;CATAMARCA;PROV;1653814.37;"Comp. Tarifaria"
05/2018;30-71401286-6;CATAMARCA;PROV;281329.28;"Comp. Tarifaria"
05/2018;30-71401286-6;CATAMARCA;PROV;38519.11;"Comp. Gasoil"
05/2018;30-71401286-6;CATAMARCA;PROV;6409.91;"Comp. Gasoil"
05/2018;30-71443801-4;CATAMARCA;PROV;20978.08;"Comp. Gasoil"
05/2018;30-71443801-4;CATAMARCA;PROV;67079.03;"Comp. Tarifaria"
05/2018;33-70818048-9;CATAMARCA;PROV;182769.94;"Comp. Gasoil"
05/2018;33-71214661-9;CATAMARCA;PROV;27209.96;"Comp. Gasoil"
05/2018;33-71214661-9;CATAMARCA;PROV;260100.45;"Comp. Tarifaria"
05/2018;30-71131266-4;CHACO;MACHAGAI;0.00;"Comp. Tarifaria"
05/2018;30-71131266-4;CHACO;MACHAGAI;0.00;"Comp. Gasoil"
05/2018;30-70718194-6;CHACO;"PRESIDENCIA ROQUE SAENZ PEÑA";599331.77;"Comp. Gasoil"
05/2018;30-70718194-6;CHACO;"PRESIDENCIA ROQUE SAENZ PEÑA";2949700.15;"Comp. Tarifaria"
05/2018;20-23525181-8;CHACO;PROV;391558.96;"Comp. Tarifaria"
05/2018;20-23525181-8;CHACO;PROV;124896.04;"Comp. Gasoil"
05/2018;20-23872133-5;CHACO;PROV;0.00;"Comp. Gasoil"
05/2018;20-25528615-4;CHACO;PROV;19321.79;"Comp. Gasoil"
05/2018;20-25528615-4;CHACO;PROV;113266.22;"Comp. Tarifaria"
05/2018;20-28606370-6;CHACO;PROV;56078.61;"Comp. Tarifaria"
05/2018;20-28606370-6;CHACO;PROV;15019.82;"Comp. Gasoil"
05/2018;27-28317121-9;CHACO;PROV;0.00;"Comp. Gasoil"
05/2018;27-28317121-9;CHACO;PROV;0.00;"Comp. Tarifaria"
05/2018;30-54635544-2;CHACO;PROV;526020.35;"Comp. Tarifaria"
05/2018;30-54635544-2;CHACO;PROV;76681.66;"Comp. Gasoil"
05/2018;30-54640458-3;CHACO;PROV;131034.88;"Comp. Gasoil"
05/2018;30-54640458-3;CHACO;PROV;699528.93;"Comp. Tarifaria"
05/2018;30-67003376-3;CHACO;PROV;144001.37;"Comp. Tarifaria"
05/2018;30-67003376-3;CHACO;PROV;39277.29;"Comp. Gasoil"
05/2018;30-67011074-1;CHACO;PROV;80762.31;"Comp. Gasoil"
05/2018;30-67011074-1;CHACO;PROV;109836.75;"Comp. Gasoil"
05/2018;30-67011074-1;CHACO;PROV;694957.09;"Comp. Tarifaria"
05/2018;30-67021112-2;CHACO;PROV;172864.81;"Comp. Gasoil"
05/2018;30-69675010-2;CHACO;PROV;0.00;"Comp. Gasoil"
05/2018;30-69675010-2;CHACO;PROV;48535.85;"Comp. Tarifaria"
05/2018;30-69676549-5;CHACO;PROV;0.00;"Comp. Tarifaria"
05/2018;30-69676549-5;CHACO;PROV;0.00;"Comp. Gasoil"
05/2018;30-70743655-3;CHACO;PROV;0.00;"Comp. Gasoil"
05/2018;30-70743655-3;CHACO;PROV;0.00;"Comp. Gasoil"
05/2018;30-70743655-3;CHACO;PROV;0.00;"Comp. Tarifaria"
05/2018;30-70760553-3;CHACO;PROV;2075477.41;"Comp. Tarifaria"
05/2018;30-70760553-3;CHACO;PROV;364606.32;"Comp. Gasoil"
05/2018;30-70778883-2;CHACO;PROV;1298796.09;"Comp. Gasoil"
05/2018;30-70778883-2;CHACO;PROV;145073.84;"Comp. Gasoil"
05/2018;30-70778883-2;CHACO;PROV;8006905.91;"Comp. Tarifaria"
05/2018;30-70894843-4;CHACO;PROV;153647.82;"Comp. Tarifaria"
05/2018;30-70894843-4;CHACO;PROV;81388.37;"Comp. Gasoil"
05/2018;30-70894843-4;CHACO;PROV;68212.50;"Comp. Gasoil"
05/2018;30-70915389-3;CHACO;PROV;462704.09;"Comp. Gasoil"
05/2018;30-70915389-3;CHACO;PROV;2662561.12;"Comp. Tarifaria"
05/2018;30-70999499-5;CHACO;PROV;2838180.80;"Comp. Tarifaria"
05/2018;30-70999499-5;CHACO;PROV;348519.91;"Comp. Gasoil"
05/2018;30-71055686-1;CHACO;PROV;181336.86;"Comp. Gasoil"
05/2018;30-71055686-1;CHACO;PROV;913817.50;"Comp. Tarifaria"
05/2018;30-71204175-3;CHACO;PROV;40673.67;"Comp. Gasoil"
05/2018;30-71211290-1;CHACO;PROV;66034.02;"Comp. Gasoil"
05/2018;33-70743657-9;CHACO;PROV;29754.57;"Comp. Gasoil"
05/2018;33-70743657-9;CHACO;PROV;99465.18;"Comp. Gasoil"
05/2018;33-70743657-9;CHACO;PROV;396739.55;"Comp. Tarifaria"
05/2018;34-54636455-2;CHACO;PROV;1259730.66;"Comp. Tarifaria"
05/2018;34-54636455-2;CHACO;PROV;0.00;"Comp. Gasoil"
05/2018;34-54636455-2;CHACO;PROV;263135.85;"Comp. Gasoil"
05/2018;34-54636455-2;CHACO;PROV;33445.08;"Comp. Gasoil"
05/2018;30-59830760-8;CHACO;RESISTENCIA;1057734.04;"Comp. Gasoil"
05/2018;30-59830760-8;CHACO;RESISTENCIA;5723410.91;"Comp. Tarifaria"
05/2018;30-70778883-2;CHACO;RESISTENCIA;2972172.85;"Comp. Tarifaria"
05/2018;30-70778883-2;CHACO;RESISTENCIA;644757.35;"Comp. Gasoil"
05/2018;30-70832261-6;CHACO;RESISTENCIA;312437.41;"Comp. Gasoil"
05/2018;30-70832261-6;CHACO;RESISTENCIA;1770759.90;"Comp. Tarifaria"
05/2018;30-70940804-2;CHACO;RESISTENCIA;2138734.87;"Comp. Tarifaria"
05/2018;30-70940804-2;CHACO;RESISTENCIA;303805.46;"Comp. Gasoil"
05/2018;30-71477595-9;CHACO;RESISTENCIA;412522.02;"Comp. Gasoil"
05/2018;30-71477595-9;CHACO;RESISTENCIA;2368125.62;"Comp. Tarifaria"
05/2018;30-57138675-1;CHUBUT;"COMODORO RIVADAVIA";15011051.30;"Comp. Tarifaria"
05/2018;30-57138675-1;CHUBUT;"COMODORO RIVADAVIA";2450387.67;"Comp. Gasoil"
05/2018;30-69194816-8;CHUBUT;"COMODORO RIVADAVIA";42749.69;"Comp. Gasoil"
05/2018;30-69194816-8;CHUBUT;"COMODORO RIVADAVIA";258544.10;"Comp. Tarifaria"
05/2018;20-07769925-3;CHUBUT;ESQUEL;0.00;"Comp. Tarifaria"
05/2018;20-07769925-3;CHUBUT;ESQUEL;0.00;"Comp. Gasoil"
05/2018;20-26944552-2;CHUBUT;ESQUEL;25496.38;"Comp. Gasoil"
05/2018;20-20844461-2;CHUBUT;"LAGO PUELO";24981.26;"Comp. Gasoil"
05/2018;20-20844461-2;CHUBUT;"LAGO PUELO";156635.25;"Comp. Tarifaria"
05/2018;20-07331195-1;CHUBUT;PROV;0.00;"Comp. Gasoil"
05/2018;20-11173143-9;CHUBUT;PROV;7209.12;"Comp. Gasoil"
05/2018;20-35888332-0;CHUBUT;PROV;0.00;"Comp. Gasoil"
05/2018;30-54641680-8;CHUBUT;PROV;346525.40;"Comp. Gasoil"
05/2018;30-54641758-8;CHUBUT;PROV;212262.94;"Comp. Gasoil"
05/2018;30-54641758-8;CHUBUT;PROV;51262.84;"Comp. Gasoil"
05/2018;30-54641758-8;CHUBUT;PROV;1617038.94;"Comp. Tarifaria"
05/2018;30-56457119-5;CHUBUT;PROV;381510.55;"Comp. Tarifaria"
05/2018;30-56457119-5;CHUBUT;PROV;151159.60;"Comp. Gasoil"
05/2018;30-56457119-5;CHUBUT;PROV;188414.93;"Comp. Gasoil"
05/2018;30-57720689-5;CHUBUT;PROV;175369.75;"Comp. Gasoil"
05/2018;30-57720689-5;CHUBUT;PROV;1019694.03;"Comp. Tarifaria"
05/2018;30-59618034-1;CHUBUT;PROV;963834.50;"Comp. Tarifaria"
05/2018;30-59618034-1;CHUBUT;PROV;177549.39;"Comp. Gasoil"
05/2018;30-63598959-5;CHUBUT;PROV;0.00;"Comp. Gasoil"
05/2018;30-63598959-5;CHUBUT;PROV;533144.82;"Comp. Tarifaria"
05/2018;30-64024633-9;CHUBUT;PROV;383056.42;"Comp. Gasoil"
05/2018;30-65102884-8;CHUBUT;PROV;0.00;"Comp. Gasoil"
05/2018;30-70775144-0;CHUBUT;PROV;97023.39;"Comp. Gasoil"
05/2018;30-70775144-0;CHUBUT;PROV;7798.85;"Comp. Gasoil"
05/2018;30-70775144-0;CHUBUT;PROV;12032.56;"Comp. Gasoil"
05/2018;30-70775144-0;CHUBUT;PROV;842952.23;"Comp. Tarifaria"
05/2018;30-70896967-9;CHUBUT;PROV;0.00;"Comp. Gasoil"
05/2018;33-54641970-9;CHUBUT;PROV;111877.03;"Comp. Gasoil"
05/2018;33-71164392-9;CHUBUT;PROV;40708.44;"Comp. Gasoil"
05/2018;33-71164392-9;CHUBUT;PROV;312224.54;"Comp. Tarifaria"
05/2018;30-71528103-8;CHUBUT;"PUERTO MADRYN";2800140.21;"Comp. Tarifaria"
05/2018;30-71528103-8;CHUBUT;"PUERTO MADRYN";722532.17;"Comp. Gasoil"
05/2018;30-63598959-5;CHUBUT;RAWSON;237521.34;"Comp. Gasoil"
05/2018;30-63598959-5;CHUBUT;RAWSON;1264688.98;"Comp. Tarifaria"
05/2018;30-70931954-6;CHUBUT;TRELEW;4168855.55;"Comp. Tarifaria"
05/2018;30-70931954-6;CHUBUT;TRELEW;655893.32;"Comp. Gasoil"
05/2018;20-08498763-9;CORDOBA;"ALTA GRACIA";316129.00;"Comp. Gasoil"
05/2018;20-08498763-9;CORDOBA;"ALTA GRACIA";1608374.39;"Comp. Tarifaria"
05/2018;30-66816465-6;CORDOBA;"ALTA GRACIA";285061.59;"Comp. Tarifaria"
05/2018;30-66816465-6;CORDOBA;"ALTA GRACIA";51389.96;"Comp. Gasoil"
05/2018;30-70771010-8;CORDOBA;"ALTA GRACIA";69530.32;"Comp. Gasoil"
05/2018;30-70771010-8;CORDOBA;"ALTA GRACIA";333213.85;"Comp. Tarifaria"
05/2018;30-71049936-1;CORDOBA;"ALTA GRACIA";216975.32;"Comp. Tarifaria"
05/2018;30-71049936-1;CORDOBA;"ALTA GRACIA";34604.75;"Comp. Gasoil"
05/2018;30-67871434-4;CORDOBA;"BIALET MASSE";35493.96;"Comp. Gasoil"
05/2018;30-67871434-4;CORDOBA;"BIALET MASSE";284549.80;"Comp. Tarifaria"
05/2018;20-14949198-9;CORDOBA;"COLONIA CAROYA";265060.67;"Comp. Tarifaria"
05/2018;20-14949198-9;CORDOBA;"COLONIA CAROYA";56817.73;"Comp. Gasoil"
05/2018;30-66916394-7;CORDOBA;"COLONIA MARINA";0.00;"Comp. Gasoil"
05/2018;30-54662890-2;CORDOBA;"CORDOBA CAPITAL";7000537.38;"Comp. Gasoil"
05/2018;30-54662890-2;CORDOBA;"CORDOBA CAPITAL";26241601.27;"Comp. Tarifaria"
05/2018;30-70778883-2;CORDOBA;"CORDOBA CAPITAL";58994124.65;"Comp. Tarifaria"
05/2018;30-70778883-2;CORDOBA;"CORDOBA CAPITAL";12463714.33;"Comp. Gasoil"
05/2018;30-70802634-0;CORDOBA;"CORDOBA CAPITAL";0.00;"Comp. Gasoil"
05/2018;30-71524470-1;CORDOBA;"CORDOBA CAPITAL";1858443.11;"Comp. Gasoil"
05/2018;30-71524470-1;CORDOBA;"CORDOBA CAPITAL";9305873.97;"Comp. Tarifaria"
05/2018;30-70730781-8;CORDOBA;COSQUIN;697570.44;"Comp. Tarifaria"
05/2018;30-70730781-8;CORDOBA;COSQUIN;156086.95;"Comp. Gasoil"
05/2018;30-70730781-8;CORDOBA;"CRUZ DEL EJE";176019.14;"Comp. Gasoil"
05/2018;30-70730781-8;CORDOBA;"CRUZ DEL EJE";1103657.13;"Comp. Tarifaria"
05/2018;20-13440973-9;CORDOBA;"DEAN FUNES";179307.51;"Comp. Tarifaria"
05/2018;20-13440973-9;CORDOBA;"DEAN FUNES";31970.92;"Comp. Gasoil"
05/2018;30-69297423-5;CORDOBA;EMBALSE;53555.23;"Comp. Gasoil"
05/2018;30-69297423-5;CORDOBA;EMBALSE;264203.52;"Comp. Tarifaria"
05/2018;20-14949198-9;CORDOBA;"JESUS MARIA";405038.88;"Comp. Tarifaria"
05/2018;20-14949198-9;CORDOBA;"JESUS MARIA";70492.53;"Comp. Gasoil"
05/2018;30-70858439-4;CORDOBA;"LA FALDA";341353.52;"Comp. Gasoil"
05/2018;30-70858439-4;CORDOBA;"LA FALDA";1722055.60;"Comp. Tarifaria"
05/2018;30-67871434-4;CORDOBA;"LA GRANJA";77027.51;"Comp. Tarifaria"
05/2018;30-67871434-4;CORDOBA;"LA GRANJA";9608.21;"Comp. Gasoil"
05/2018;30-66820253-1;CORDOBA;MALAGUEÑO;87177.41;"Comp. Gasoil"
05/2018;30-66820253-1;CORDOBA;MALAGUEÑO;352873.39;"Comp. Tarifaria"
05/2018;30-67871434-4;CORDOBA;MENDIOLAZA;87350.77;"Comp. Tarifaria"
05/2018;30-67871434-4;CORDOBA;MENDIOLAZA;10895.89;"Comp. Gasoil"
05/2018;30-70334427-1;CORDOBA;MENDIOLAZA;24414.74;"Comp. Gasoil"
05/2018;30-70334427-1;CORDOBA;MENDIOLAZA;153082.72;"Comp. Tarifaria"
05/2018;20-06647894-8;CORDOBA;PROV;0.00;"Comp. Gasoil"
05/2018;20-14478723-5;CORDOBA;PROV;0.00;"Comp. Gasoil"
05/2018;30-54285640-4;CORDOBA;PROV;214499.10;"Comp. Gasoil"
05/2018;30-54285640-4;CORDOBA;PROV;260312.10;"Comp. Gasoil"
05/2018;30-54285640-4;CORDOBA;PROV;14083.48;"Comp. Gasoil"
05/2018;30-54285640-4;CORDOBA;PROV;874205.20;"Comp. Tarifaria"
05/2018;30-54622193-4;CORDOBA;PROV;1528163.39;"Comp. Tarifaria"
05/2018;30-54622193-4;CORDOBA;PROV;78755.68;"Comp. Gasoil"
05/2018;30-54622193-4;CORDOBA;PROV;703349.82;"Comp. Gasoil"
05/2018;30-54622193-4;CORDOBA;PROV;415376.82;"Comp. Gasoil"
05/2018;30-54624472-1;CORDOBA;PROV;417964.95;"Comp. Gasoil"
05/2018;30-54624472-1;CORDOBA;PROV;1022152.94;"Comp. Gasoil"
05/2018;30-54624472-1;CORDOBA;PROV;24715.59;"Comp. Gasoil"
05/2018;30-54624472-1;CORDOBA;PROV;2643274.89;"Comp. Tarifaria"
05/2018;30-54626164-2;CORDOBA;PROV;242948.29;"Comp. Tarifaria"
05/2018;30-54626164-2;CORDOBA;PROV;0.00;"Comp. Gasoil"
05/2018;30-54626164-2;CORDOBA;PROV;136318.60;"Comp. Gasoil"
05/2018;30-54633555-7;CORDOBA;PROV;2494538.64;"Comp. Gasoil"
05/2018;30-54633555-7;CORDOBA;PROV;7517473.70;"Comp. Tarifaria"
05/2018;30-54635841-7;CORDOBA;PROV;0.00;"Comp. Tarifaria"
05/2018;30-54635841-7;CORDOBA;PROV;0.00;"Comp. Gasoil"
05/2018;30-54635841-7;CORDOBA;PROV;0.00;"Comp. Gasoil"
05/2018;30-54635858-1;CORDOBA;PROV;1086673.82;"Comp. Gasoil"
05/2018;30-54635858-1;CORDOBA;PROV;3089137.27;"Comp. Tarifaria"
05/2018;30-54643075-4;CORDOBA;PROV;893156.53;"Comp. Tarifaria"
05/2018;30-54643075-4;CORDOBA;PROV;220364.30;"Comp. Gasoil"
05/2018;30-54643075-4;CORDOBA;PROV;279219.66;"Comp. Gasoil"
05/2018;30-54643075-4;CORDOBA;PROV;18063.88;"Comp. Gasoil"
05/2018;30-54644726-6;CORDOBA;PROV;163663.89;"Comp. Gasoil"
05/2018;30-54644726-6;CORDOBA;PROV;284407.27;"Comp. Gasoil"
05/2018;30-54644726-6;CORDOBA;PROV;337137.94;"Comp. Tarifaria"
05/2018;30-54661187-2;CORDOBA;PROV;4534546.39;"Comp. Tarifaria"
