mes;provincia;municipio;cuit;razon_social;pago;monto
10/2017;"BUENOS AIRES";PROV;30-56190067-8;"LA PRIMERA DE GRAND BOURG S.A.T.C.I.";"RCC SD      PAGO 5";2089054.14
10/2017;"BUENOS AIRES";PROV;30-56190067-8;"LA PRIMERA DE GRAND BOURG S.A.T.C.I.";"RCC SD      PAGO 6";316762.64
10/2017;"BUENOS AIRES";PROV;30-58184769-2;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES LINEA 741";"RCC GT      PAGO 1";2934626.97
10/2017;"BUENOS AIRES";PROV;30-58184769-2;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES LINEA 741";"RCC GT      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;30-58184769-2;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES LINEA 741";"RCC GT      PAGO 3";90139.73
10/2017;"BUENOS AIRES";PROV;30-58184769-2;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES LINEA 741";"RCC GT      PAGO 4";0.00
10/2017;"BUENOS AIRES";PROV;30-58184769-2;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES LINEA 741";"RCC GT      PAGO 5";1290347.40
10/2017;"BUENOS AIRES";PROV;30-58184769-2;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES LINEA 741";"RCC GT      PAGO 6";0.00
10/2017;"BUENOS AIRES";PROV;30-58184769-2;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES LINEA 741";"RCC GT      PAGO 7";0.00
10/2017;"BUENOS AIRES";PROV;30-58184769-2;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES LINEA 741";"RCC GT      PAGO 8";122499.89
10/2017;"BUENOS AIRES";PROV;30-58184769-2;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES LINEA 741";"RCC SD      PAGO 1";1965715.83
10/2017;"BUENOS AIRES";PROV;30-58184769-2;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES LINEA 741";"RCC SD      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;30-58184769-2;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES LINEA 741";"RCC SD      PAGO 3";0.00
10/2017;"BUENOS AIRES";PROV;30-58184769-2;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES LINEA 741";"RCC SD      PAGO 4";2761929.81
10/2017;"BUENOS AIRES";PROV;30-58184769-2;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES LINEA 741";"RCC SD      PAGO 5";1029679.96
10/2017;"BUENOS AIRES";PROV;30-58184769-2;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES LINEA 741";"RCC SD      PAGO 6";160255.45
10/2017;"BUENOS AIRES";PROV;30-63898233-8;"EMPRESA CIUDAD DE SAN FERNANDO S.A.";"RCC GT      PAGO 1";3263501.51
10/2017;"BUENOS AIRES";PROV;30-63898233-8;"EMPRESA CIUDAD DE SAN FERNANDO S.A.";"RCC GT      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;30-63898233-8;"EMPRESA CIUDAD DE SAN FERNANDO S.A.";"RCC GT      PAGO 3";13359.60
10/2017;"BUENOS AIRES";PROV;30-63898233-8;"EMPRESA CIUDAD DE SAN FERNANDO S.A.";"RCC GT      PAGO 4";0.00
10/2017;"BUENOS AIRES";PROV;30-63898233-8;"EMPRESA CIUDAD DE SAN FERNANDO S.A.";"RCC GT      PAGO 5";1508976.91
10/2017;"BUENOS AIRES";PROV;30-63898233-8;"EMPRESA CIUDAD DE SAN FERNANDO S.A.";"RCC GT      PAGO 6";0.00
10/2017;"BUENOS AIRES";PROV;30-63898233-8;"EMPRESA CIUDAD DE SAN FERNANDO S.A.";"RCC GT      PAGO 7";0.00
10/2017;"BUENOS AIRES";PROV;30-63898233-8;"EMPRESA CIUDAD DE SAN FERNANDO S.A.";"RCC GT      PAGO 8";117549.30
10/2017;"BUENOS AIRES";PROV;30-63898233-8;"EMPRESA CIUDAD DE SAN FERNANDO S.A.";"RCC SD      PAGO 1";1535434.30
10/2017;"BUENOS AIRES";PROV;30-63898233-8;"EMPRESA CIUDAD DE SAN FERNANDO S.A.";"RCC SD      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;30-63898233-8;"EMPRESA CIUDAD DE SAN FERNANDO S.A.";"RCC SD      PAGO 3";0.00
10/2017;"BUENOS AIRES";PROV;30-63898233-8;"EMPRESA CIUDAD DE SAN FERNANDO S.A.";"RCC SD      PAGO 4";2117534.66
10/2017;"BUENOS AIRES";PROV;30-63898233-8;"EMPRESA CIUDAD DE SAN FERNANDO S.A.";"RCC SD      PAGO 5";795615.67
10/2017;"BUENOS AIRES";PROV;30-63898233-8;"EMPRESA CIUDAD DE SAN FERNANDO S.A.";"RCC SD      PAGO 6";123826.58
10/2017;"BUENOS AIRES";PROV;30-65080001-6;"EMPRESA DE TRANSPORTE DEL SUR SRL";"RCC GT      PAGO 1";1288791.08
10/2017;"BUENOS AIRES";PROV;30-65080001-6;"EMPRESA DE TRANSPORTE DEL SUR SRL";"RCC GT      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;30-65080001-6;"EMPRESA DE TRANSPORTE DEL SUR SRL";"RCC GT      PAGO 3";83226.80
10/2017;"BUENOS AIRES";PROV;30-65080001-6;"EMPRESA DE TRANSPORTE DEL SUR SRL";"RCC GT      PAGO 4";0.00
10/2017;"BUENOS AIRES";PROV;30-65080001-6;"EMPRESA DE TRANSPORTE DEL SUR SRL";"RCC GT      PAGO 5";589571.54
10/2017;"BUENOS AIRES";PROV;30-65080001-6;"EMPRESA DE TRANSPORTE DEL SUR SRL";"RCC GT      PAGO 6";0.00
10/2017;"BUENOS AIRES";PROV;30-65080001-6;"EMPRESA DE TRANSPORTE DEL SUR SRL";"RCC GT      PAGO 7";0.00
10/2017;"BUENOS AIRES";PROV;30-65080001-6;"EMPRESA DE TRANSPORTE DEL SUR SRL";"RCC GT      PAGO 8";55634.18
10/2017;"BUENOS AIRES";PROV;30-65080001-6;"EMPRESA DE TRANSPORTE DEL SUR SRL";"RCC SD      PAGO 1";803127.12
10/2017;"BUENOS AIRES";PROV;30-65080001-6;"EMPRESA DE TRANSPORTE DEL SUR SRL";"RCC SD      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;30-65080001-6;"EMPRESA DE TRANSPORTE DEL SUR SRL";"RCC SD      PAGO 3";0.00
10/2017;"BUENOS AIRES";PROV;30-65080001-6;"EMPRESA DE TRANSPORTE DEL SUR SRL";"RCC SD      PAGO 4";1139076.67
10/2017;"BUENOS AIRES";PROV;30-65080001-6;"EMPRESA DE TRANSPORTE DEL SUR SRL";"RCC SD      PAGO 5";423011.47
10/2017;"BUENOS AIRES";PROV;30-65080001-6;"EMPRESA DE TRANSPORTE DEL SUR SRL";"RCC SD      PAGO 6";65835.89
10/2017;"BUENOS AIRES";PROV;30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC GT      PAGO 1";543561.06
10/2017;"BUENOS AIRES";PROV;30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC GT      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC GT      PAGO 3";0.00
10/2017;"BUENOS AIRES";PROV;30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC GT      PAGO 4";0.00
10/2017;"BUENOS AIRES";PROV;30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC GT      PAGO 5";263651.86
10/2017;"BUENOS AIRES";PROV;30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC GT      PAGO 6";0.00
10/2017;"BUENOS AIRES";PROV;30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC GT      PAGO 7";0.00
10/2017;"BUENOS AIRES";PROV;30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC GT      PAGO 8";20717.27
10/2017;"BUENOS AIRES";PROV;30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC SD      PAGO 1";579539.41
10/2017;"BUENOS AIRES";PROV;30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC SD      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC SD      PAGO 3";0.00
10/2017;"BUENOS AIRES";PROV;30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC SD      PAGO 4";651495.05
10/2017;"BUENOS AIRES";PROV;30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC SD      PAGO 5";268118.98
10/2017;"BUENOS AIRES";PROV;30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC SD      PAGO 6";41729.01
10/2017;"BUENOS AIRES";PROV;30-68013871-7;"NUEVO IDEAL S.A.";"RCC GT      PAGO 1";1109859.72
10/2017;"BUENOS AIRES";PROV;30-68013871-7;"NUEVO IDEAL S.A.";"RCC GT      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;30-68013871-7;"NUEVO IDEAL S.A.";"RCC GT      PAGO 3";54426.69
10/2017;"BUENOS AIRES";PROV;30-68013871-7;"NUEVO IDEAL S.A.";"RCC GT      PAGO 4";0.00
10/2017;"BUENOS AIRES";PROV;30-68013871-7;"NUEVO IDEAL S.A.";"RCC GT      PAGO 5";529926.54
10/2017;"BUENOS AIRES";PROV;30-68013871-7;"NUEVO IDEAL S.A.";"RCC GT      PAGO 6";0.00
10/2017;"BUENOS AIRES";PROV;30-68013871-7;"NUEVO IDEAL S.A.";"RCC GT      PAGO 7";0.00
10/2017;"BUENOS AIRES";PROV;30-68013871-7;"NUEVO IDEAL S.A.";"RCC GT      PAGO 8";53539.85
10/2017;"BUENOS AIRES";PROV;30-68013871-7;"NUEVO IDEAL S.A.";"RCC SD      PAGO 1";773809.38
10/2017;"BUENOS AIRES";PROV;30-68013871-7;"NUEVO IDEAL S.A.";"RCC SD      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;30-68013871-7;"NUEVO IDEAL S.A.";"RCC SD      PAGO 3";0.00
10/2017;"BUENOS AIRES";PROV;30-68013871-7;"NUEVO IDEAL S.A.";"RCC SD      PAGO 4";1078266.68
10/2017;"BUENOS AIRES";PROV;30-68013871-7;"NUEVO IDEAL S.A.";"RCC SD      PAGO 5";403381.67
10/2017;"BUENOS AIRES";PROV;30-68013871-7;"NUEVO IDEAL S.A.";"RCC SD      PAGO 6";61267.93
10/2017;"BUENOS AIRES";PROV;30-68679471-3;"LINEA SESENTA S.A.";"RCC GT      PAGO 1";2348193.58
10/2017;"BUENOS AIRES";PROV;30-68679471-3;"LINEA SESENTA S.A.";"RCC GT      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;30-68679471-3;"LINEA SESENTA S.A.";"RCC GT      PAGO 3";0.00
10/2017;"BUENOS AIRES";PROV;30-68679471-3;"LINEA SESENTA S.A.";"RCC GT      PAGO 4";0.00
10/2017;"BUENOS AIRES";PROV;30-68679471-3;"LINEA SESENTA S.A.";"RCC GT      PAGO 5";1000318.69
10/2017;"BUENOS AIRES";PROV;30-68679471-3;"LINEA SESENTA S.A.";"RCC GT      PAGO 6";0.00
10/2017;"BUENOS AIRES";PROV;30-68679471-3;"LINEA SESENTA S.A.";"RCC GT      PAGO 7";0.00
10/2017;"BUENOS AIRES";PROV;30-68679471-3;"LINEA SESENTA S.A.";"RCC GT      PAGO 8";94959.10
10/2017;"BUENOS AIRES";PROV;30-68679471-3;"LINEA SESENTA S.A.";"RCC SD      PAGO 1";1927277.50
10/2017;"BUENOS AIRES";PROV;30-68679471-3;"LINEA SESENTA S.A.";"RCC SD      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;30-68679471-3;"LINEA SESENTA S.A.";"RCC SD      PAGO 3";0.00
10/2017;"BUENOS AIRES";PROV;30-68679471-3;"LINEA SESENTA S.A.";"RCC SD      PAGO 4";2588656.53
10/2017;"BUENOS AIRES";PROV;30-68679471-3;"LINEA SESENTA S.A.";"RCC SD      PAGO 5";983569.23
10/2017;"BUENOS AIRES";PROV;30-68679471-3;"LINEA SESENTA S.A.";"RCC SD      PAGO 6";150289.52
10/2017;"BUENOS AIRES";PROV;30-69225833-5;"MICRO OMNIBUS TIGRE S.A.";"RCC GT      PAGO 1";2209129.88
10/2017;"BUENOS AIRES";PROV;30-69225833-5;"MICRO OMNIBUS TIGRE S.A.";"RCC GT      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;30-69225833-5;"MICRO OMNIBUS TIGRE S.A.";"RCC GT      PAGO 3";4485.78
10/2017;"BUENOS AIRES";PROV;30-69225833-5;"MICRO OMNIBUS TIGRE S.A.";"RCC GT      PAGO 4";0.00
10/2017;"BUENOS AIRES";PROV;30-69225833-5;"MICRO OMNIBUS TIGRE S.A.";"RCC GT      PAGO 5";855407.56
10/2017;"BUENOS AIRES";PROV;30-69225833-5;"MICRO OMNIBUS TIGRE S.A.";"RCC GT      PAGO 6";0.00
10/2017;"BUENOS AIRES";PROV;30-69225833-5;"MICRO OMNIBUS TIGRE S.A.";"RCC GT      PAGO 7";0.00
10/2017;"BUENOS AIRES";PROV;30-69225833-5;"MICRO OMNIBUS TIGRE S.A.";"RCC GT      PAGO 8";74459.42
10/2017;"BUENOS AIRES";PROV;30-69225833-5;"MICRO OMNIBUS TIGRE S.A.";"RCC SD      PAGO 1";1694662.75
10/2017;"BUENOS AIRES";PROV;30-69225833-5;"MICRO OMNIBUS TIGRE S.A.";"RCC SD      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;30-69225833-5;"MICRO OMNIBUS TIGRE S.A.";"RCC SD      PAGO 3";0.00
10/2017;"BUENOS AIRES";PROV;30-69225833-5;"MICRO OMNIBUS TIGRE S.A.";"RCC SD      PAGO 4";2411425.47
10/2017;"BUENOS AIRES";PROV;30-69225833-5;"MICRO OMNIBUS TIGRE S.A.";"RCC SD      PAGO 5";894304.92
10/2017;"BUENOS AIRES";PROV;30-69225833-5;"MICRO OMNIBUS TIGRE S.A.";"RCC SD      PAGO 6";136098.53
10/2017;"BUENOS AIRES";PROV;30-70790289-9;"RUTA BUS SA";"RCC GT      PAGO 1";2011373.89
10/2017;"BUENOS AIRES";PROV;30-70790289-9;"RUTA BUS SA";"RCC GT      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;30-70790289-9;"RUTA BUS SA";"RCC GT      PAGO 3";0.00
10/2017;"BUENOS AIRES";PROV;30-70790289-9;"RUTA BUS SA";"RCC GT      PAGO 4";0.00
10/2017;"BUENOS AIRES";PROV;30-70790289-9;"RUTA BUS SA";"RCC GT      PAGO 5";721031.43
10/2017;"BUENOS AIRES";PROV;30-70790289-9;"RUTA BUS SA";"RCC GT      PAGO 6";0.00
10/2017;"BUENOS AIRES";PROV;30-70790289-9;"RUTA BUS SA";"RCC GT      PAGO 7";0.00
10/2017;"BUENOS AIRES";PROV;30-70790289-9;"RUTA BUS SA";"RCC GT      PAGO 8";77313.75
10/2017;"BUENOS AIRES";PROV;30-70790289-9;"RUTA BUS SA";"RCC SD      PAGO 1";2511146.65
10/2017;"BUENOS AIRES";PROV;30-70790289-9;"RUTA BUS SA";"RCC SD      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;30-70790289-9;"RUTA BUS SA";"RCC SD      PAGO 3";0.00
10/2017;"BUENOS AIRES";PROV;30-70790289-9;"RUTA BUS SA";"RCC SD      PAGO 4";3419835.84
10/2017;"BUENOS AIRES";PROV;30-70790289-9;"RUTA BUS SA";"RCC SD      PAGO 5";1291766.41
10/2017;"BUENOS AIRES";PROV;30-70790289-9;"RUTA BUS SA";"RCC SD      PAGO 6";197526.15
10/2017;"BUENOS AIRES";PROV;33-54625543-9;"TRANSPORTES JOSE HERNANDEZ S.A.C.I.";"RCC GT      PAGO 1";1197588.92
10/2017;"BUENOS AIRES";PROV;33-54625543-9;"TRANSPORTES JOSE HERNANDEZ S.A.C.I.";"RCC GT      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;33-54625543-9;"TRANSPORTES JOSE HERNANDEZ S.A.C.I.";"RCC GT      PAGO 3";0.00
10/2017;"BUENOS AIRES";PROV;33-54625543-9;"TRANSPORTES JOSE HERNANDEZ S.A.C.I.";"RCC GT      PAGO 4";0.00
10/2017;"BUENOS AIRES";PROV;33-54625543-9;"TRANSPORTES JOSE HERNANDEZ S.A.C.I.";"RCC GT      PAGO 5";520302.81
10/2017;"BUENOS AIRES";PROV;33-54625543-9;"TRANSPORTES JOSE HERNANDEZ S.A.C.I.";"RCC GT      PAGO 6";0.00
10/2017;"BUENOS AIRES";PROV;33-54625543-9;"TRANSPORTES JOSE HERNANDEZ S.A.C.I.";"RCC GT      PAGO 7";0.00
10/2017;"BUENOS AIRES";PROV;33-54625543-9;"TRANSPORTES JOSE HERNANDEZ S.A.C.I.";"RCC GT      PAGO 8";48812.81
10/2017;"BUENOS AIRES";PROV;33-54625543-9;"TRANSPORTES JOSE HERNANDEZ S.A.C.I.";"RCC SD      PAGO 1";503995.34
10/2017;"BUENOS AIRES";PROV;33-54625543-9;"TRANSPORTES JOSE HERNANDEZ S.A.C.I.";"RCC SD      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;33-54625543-9;"TRANSPORTES JOSE HERNANDEZ S.A.C.I.";"RCC SD      PAGO 3";0.00
10/2017;"BUENOS AIRES";PROV;33-54625543-9;"TRANSPORTES JOSE HERNANDEZ S.A.C.I.";"RCC SD      PAGO 4";705443.20
10/2017;"BUENOS AIRES";PROV;33-54625543-9;"TRANSPORTES JOSE HERNANDEZ S.A.C.I.";"RCC SD      PAGO 5";263415.39
10/2017;"BUENOS AIRES";PROV;33-54625543-9;"TRANSPORTES JOSE HERNANDEZ S.A.C.I.";"RCC SD      PAGO 6";40996.96
10/2017;"BUENOS AIRES";PROV;33-54625963-9;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"RCC GT      PAGO 1";0.00
10/2017;"BUENOS AIRES";PROV;33-54625963-9;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"RCC GT      PAGO 2";9246812.65
10/2017;"BUENOS AIRES";PROV;33-54625963-9;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"RCC GT      PAGO 3";0.00
10/2017;"BUENOS AIRES";PROV;33-54625963-9;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"RCC GT      PAGO 4";0.00
10/2017;"BUENOS AIRES";PROV;33-54625963-9;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"RCC GT      PAGO 5";3894511.64
10/2017;"BUENOS AIRES";PROV;33-54625963-9;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"RCC GT      PAGO 6";0.00
10/2017;"BUENOS AIRES";PROV;33-54625963-9;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"RCC GT      PAGO 7";0.00
10/2017;"BUENOS AIRES";PROV;33-54625963-9;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"RCC GT      PAGO 8";364472.59
10/2017;"BUENOS AIRES";PROV;33-54625963-9;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"RCC SD      PAGO 1";0.00
10/2017;"BUENOS AIRES";PROV;33-54625963-9;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"RCC SD      PAGO 2";6878778.84
10/2017;"BUENOS AIRES";PROV;33-54625963-9;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"RCC SD      PAGO 3";0.00
10/2017;"BUENOS AIRES";PROV;33-54625963-9;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"RCC SD      PAGO 4";9438842.36
10/2017;"BUENOS AIRES";PROV;33-54625963-9;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"RCC SD      PAGO 5";3553973.57
10/2017;"BUENOS AIRES";PROV;33-54625963-9;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"RCC SD      PAGO 6";540441.20
10/2017;"BUENOS AIRES";PROV;33-54634565-9;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"RCC GT      PAGO 1";5903501.39
10/2017;"BUENOS AIRES";PROV;33-54634565-9;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"RCC GT      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;33-54634565-9;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"RCC GT      PAGO 3";3332.97
10/2017;"BUENOS AIRES";PROV;33-54634565-9;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"RCC GT      PAGO 4";0.00
10/2017;"BUENOS AIRES";PROV;33-54634565-9;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"RCC GT      PAGO 5";2760077.74
10/2017;"BUENOS AIRES";PROV;33-54634565-9;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"RCC GT      PAGO 6";0.00
10/2017;"BUENOS AIRES";PROV;33-54634565-9;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"RCC GT      PAGO 7";0.00
10/2017;"BUENOS AIRES";PROV;33-54634565-9;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"RCC GT      PAGO 8";246081.07
10/2017;"BUENOS AIRES";PROV;33-54634565-9;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"RCC SD      PAGO 1";2903312.83
10/2017;"BUENOS AIRES";PROV;33-54634565-9;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"RCC SD      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;33-54634565-9;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"RCC SD      PAGO 3";0.00
10/2017;"BUENOS AIRES";PROV;33-54634565-9;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"RCC SD      PAGO 4";4200386.08
10/2017;"BUENOS AIRES";PROV;33-54634565-9;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"RCC SD      PAGO 5";1547183.74
10/2017;"BUENOS AIRES";PROV;33-54634565-9;"EXPRESO VILLA GALICIA SAN JOSE S.A.";"RCC SD      PAGO 6";240797.76
10/2017;"BUENOS AIRES";PROV;33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC GT      PAGO 1";4527195.03
10/2017;"BUENOS AIRES";PROV;33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC GT      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC GT      PAGO 3";0.00
10/2017;"BUENOS AIRES";PROV;33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC GT      PAGO 4";0.00
10/2017;"BUENOS AIRES";PROV;33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC GT      PAGO 5";2026395.26
10/2017;"BUENOS AIRES";PROV;33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC GT      PAGO 6";0.00
10/2017;"BUENOS AIRES";PROV;33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC GT      PAGO 7";0.00
10/2017;"BUENOS AIRES";PROV;33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC GT      PAGO 8";185970.84
10/2017;"BUENOS AIRES";PROV;33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC SD      PAGO 1";2894438.17
10/2017;"BUENOS AIRES";PROV;33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC SD      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC SD      PAGO 3";0.00
10/2017;"BUENOS AIRES";PROV;33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC SD      PAGO 4";4091233.82
10/2017;"BUENOS AIRES";PROV;33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC SD      PAGO 5";1521477.50
10/2017;"BUENOS AIRES";PROV;33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC SD      PAGO 6";236796.94
10/2017;"BUENOS AIRES";PROV;33-54635070-9;"EMPRESA LIBERTADOR SAN MARTIN S.A.T.";"RCC GT      PAGO 1";3256509.01
10/2017;"BUENOS AIRES";PROV;33-54635070-9;"EMPRESA LIBERTADOR SAN MARTIN S.A.T.";"RCC GT      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;33-54635070-9;"EMPRESA LIBERTADOR SAN MARTIN S.A.T.";"RCC GT      PAGO 3";0.00
10/2017;"BUENOS AIRES";PROV;33-54635070-9;"EMPRESA LIBERTADOR SAN MARTIN S.A.T.";"RCC GT      PAGO 4";0.00
10/2017;"BUENOS AIRES";PROV;33-54635070-9;"EMPRESA LIBERTADOR SAN MARTIN S.A.T.";"RCC GT      PAGO 5";1235667.04
10/2017;"BUENOS AIRES";PROV;33-54635070-9;"EMPRESA LIBERTADOR SAN MARTIN S.A.T.";"RCC GT      PAGO 6";0.00
10/2017;"BUENOS AIRES";PROV;33-54635070-9;"EMPRESA LIBERTADOR SAN MARTIN S.A.T.";"RCC GT      PAGO 7";0.00
10/2017;"BUENOS AIRES";PROV;33-54635070-9;"EMPRESA LIBERTADOR SAN MARTIN S.A.T.";"RCC GT      PAGO 8";107784.45
10/2017;"BUENOS AIRES";PROV;33-54635070-9;"EMPRESA LIBERTADOR SAN MARTIN S.A.T.";"RCC SD      PAGO 1";2181842.31
10/2017;"BUENOS AIRES";PROV;33-54635070-9;"EMPRESA LIBERTADOR SAN MARTIN S.A.T.";"RCC SD      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;33-54635070-9;"EMPRESA LIBERTADOR SAN MARTIN S.A.T.";"RCC SD      PAGO 3";0.00
10/2017;"BUENOS AIRES";PROV;33-54635070-9;"EMPRESA LIBERTADOR SAN MARTIN S.A.T.";"RCC SD      PAGO 4";3024514.60
10/2017;"BUENOS AIRES";PROV;33-54635070-9;"EMPRESA LIBERTADOR SAN MARTIN S.A.T.";"RCC SD      PAGO 5";1133943.15
10/2017;"BUENOS AIRES";PROV;33-54635070-9;"EMPRESA LIBERTADOR SAN MARTIN S.A.T.";"RCC SD      PAGO 6";176482.58
10/2017;"BUENOS AIRES";PROV;33-54661071-9;"GENERAL TOMAS GUIDO S.A.C.I.F.";"RCC GT      PAGO 1";5796395.86
10/2017;"BUENOS AIRES";PROV;33-54661071-9;"GENERAL TOMAS GUIDO S.A.C.I.F.";"RCC GT      PAGO 2";0.00
10/2017;"BUENOS AIRES";PROV;33-54661071-9;"GENERAL TOMAS GUIDO S.A.C.I.F.";"RCC GT      PAGO 3";0.00
10/2017;"BUENOS AIRES";PROV;33-54661071-9;"GENERAL TOMAS GUIDO S.A.C.I.F.";"RCC GT      PAGO 4";0.00
10/2017;"BUENOS AIRES";PROV;33-54661071-9;"GENERAL TOMAS GUIDO S.A.C.I.F.";"RCC GT      PAGO 5";3002732.50
10/2017;"BUENOS AIRES";PROV;33-54661071-9;"GENERAL TOMAS GUIDO S.A.C.I.F.";"RCC GT      PAGO 6";0.00
10/2017;"BUENOS AIRES";PROV;33-54661071-9;"GENERAL TOMAS GUIDO S.A.C.I.F.";"RCC GT      PAGO 7";0.00
10/2017;"BUENOS AIRES";PROV;33-54661071-9;"GENERAL TOMAS GUIDO S.A.C.I.F.";"RCC GT      PAGO 8";244314.05
10/2017;"BUENOS AIRES";PROV;33-54661071-9;"GENERAL TOMAS GUIDO S.A.C.I.F.";"RCC SD      PAGO 1";2196629.64
